listing_id,listing_name,listing_type,room_type,guests,bedrooms,beds,baths,has_tv,has_air_con,has_kitchen,has_wifi,has_pool,min_nights,cancellation_policy,num_reviews,rating_overall,rating_checkin,rating_cleanliness,rating_communication,rating_location,ttm_revenue,ttm_avg_rate,ttm_occupancy,ttm_revpar,ttm_reserved_days,ttm_available_days,l90d_revenue,l90d_avg_rate,l90d_occupancy,l90d_revpar,l90d_reserved_days,l90d_available_days
22520169,2B Spacious apartment with balcony + Romantic view,Condominium,Entire home,4,2,2,1.5,Yes,Yes,Yes,Yes,Yes,1,Flexible,92,4.83,4.8,4.8,4.9,4.7,520473,3736.2,0.419,1526.3,143,222,31007,3724.8,0.136,469.8,9,81
22521446,Studio Unit Sanremo Oasis at City di Mare,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Strict,23,4.83,4.8,4.9,4.8,4.7,95635,1854,0.151,262,55,310,3290,2072.1,2.20E-02,36.6,2,88
22570815,1 BR Condo Sundance,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,7,Moderate,21,4.76,4.9,4.4,4.8,4.9,126804,1793.4,0.231,451.3,65,300,0,1560.5,0,0,0,90
22583178,"Chic & Cozy 1 BR unit w/ fiber wifi, Mivesa Garden",Others,Entire home,4,1,1,1,Yes,Yes,Yes,Yes,Yes,30,Moderate,25,4.8,5,4.9,5,4.8,56727,1859.8,9.10E-02,171.4,30,335,10710,1784.2,6.70E-02,119,6,84
22599197,Chic Condo | IT Park Cebu | Avida Riala,Condominium,Private room,2,1,1,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,180,4.85,4.9,4.8,4.9,4.9,422326,1291,0.893,1157.1,326,39,106235,1314.2,0.9,1180.4,81,9
22605641,RDGÇÖs Studio Unit @ Mivesa (near IT Park),Condominium,Private room,,,2,0,Yes,Yes,Yes,Yes,Yes,30,Moderate,34,4.68,4.7,4.8,4.8,4.7,60524,1037.5,0.208,216.9,58,307,9483,1033.2,0.75,790.2,9,81
22607468,"HOMEY Studio near ITPark, Waterfront & JY-Lahug",Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,55,Flexible,65,4.75,4.9,4.7,4.9,4.5,140238,1197.5,0.349,418.6,117,248,40823,1183.5,0.486,567,35,55
22642769,Ultima Ramos Tower Unit w/ nice city view & WiFi,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,No,2,Moderate,99,4.47,4.7,4.3,4.7,4.7,14927,1816.2,3.70E-02,45.9,12,353,0,1238.7,0,0,0,90
22656649,"Chillhauz (SM,Ayala,IT,City) W/Pool & WiFi",Condominium,Private room,4,,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,176,4.65,4.8,4.5,4.8,4.8,112823,1677.9,0.236,386.4,69,296,19630,1626,0.133,218.1,12,78
22674846,Studio Unit for 2 with fiber optic wifi,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,No,3,Flexible,20,4.4,4.8,4.5,4.6,4.7,19276,1253.2,4.90E-02,52.8,18,347,0,1488.5,0,0,0,90
22728140,No Pest Unit @ the center of Cebu Sinulog Festival,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,150,4.81,4.9,4.8,4.9,4.8,279478,1889.1,0.392,765.7,143,222,102564,2269.9,0.533,1139.6,48,42
22755839,"Sienna (Solinea Studio, Cebu Business Park)",Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,90,4.83,4.9,4.7,5,5,190079,1527.5,0.431,660,124,241,30061,1410.8,0.286,429.4,20,70
22765211,Cozy CEBU CONDO | Families & Tour Friendly,Condominium,Entire home,5,2,3,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,22,4.27,4.6,4.5,4.3,4.6,94458,3538.4,0.047,261.7,17,348,2956,3117.5,1.10E-02,32.8,1,89
22794300,Cebu Horizons 101 - panoramic view,Condominium,Entire home,5,2,3,2,Yes,Yes,Yes,Yes,Yes,1,Flexible,10,4,4.4,4.4,4.2,4.5,122742,3741.9,8.50E-02,336.3,31,334,0,3397.6,0,0,0,90
22805272,2BR Spacious Condo at Amalfi at City di Mare Cebu,Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,40,4.58,4.6,4.5,4.7,4.2,148033,2738.1,0.277,787.4,52,313,0,2541.2,0,0,0,90
22849557,2 BR 1TB w/ 20 mbps WiFi @ AMALFI OASIS,Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,25,4.76,5,4.8,5,4.6,33036,3039.5,3.40E-02,101,11,354,11432,2887,6.80E-02,193.8,4,86
22857625,1-Bedroom Condo Unit Near IT Park and JY Mall,Others,Entire home,4,1,1,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,92,4.58,4.8,4.5,4.8,4.7,64252,1290.7,0.276,347.3,51,314,0,1314.3,0,0,0,90
22871367,"Cebu ITPark Avida Towers Cebu, 1 BR, 300mbpsGFiber",Condominium,Entire home,4,1,2,1,Yes,Yes,Yes,Yes,Yes,10,Very Strict,23,4.74,5,4.7,4.9,5,203890,1927.3,0.368,708,106,259,22756,1829.9,0.144,252.8,13,77
22908513,Sanremo Oasis_2420,Condominium,Entire home,4,2,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,42,4.29,4.4,4.4,4.4,4.1,230015,2708.2,0.233,630.2,85,280,50303,2543.1,0.222,558.9,20,70
22933798,Cozy Room 14 @Horizons 101 +Wi-Fi & Netflix,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,75,4.61,4.8,4.7,4.8,4.8,119670,1383.7,0.238,327.9,87,278,18069,1339,0.144,200.8,13,77
23032899,1BR Fully Furnished @ Azalea Place Cebu,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,3,Moderate,3,5,5,5,5,4.7,52181,1711.5,9.00E-02,167.2,28,337,0,1511.6,0,0,0,90
23052704,San Remo Oasis SRP Condo Unit For Rent,Condominium,Entire home,4,2,2,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,43,4.65,4.6,4.5,4.7,4.6,130705,2441,0.175,358.1,64,301,12548,2535.1,5.60E-02,139.4,5,85
23097775,La Guardia Flat 2 near  IT Park,Condominium,Entire home,3,,2,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,208,4.8,4.8,4.8,4.8,4.7,253931,1454.4,0.517,709.3,185,180,27102,1560.9,0.211,301.1,19,71
23215187,Cozy & Spacious Executive Suite in Cebu,Private room,Private room,,,2,0,Yes,Yes,Yes,Yes,Yes,2,Very Strict,47,4.57,4.8,4.5,4.7,4.8,219521,2111.6,0.322,667.2,106,259,13551,2143.3,8.10E-02,183.1,6,84
23239116,Myra's Bedsit 7@ Horizons101 Condominium Cebu City,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,1,Strict,203,4.77,4.8,4.8,4.8,4.9,145120,1524,0.313,488.6,93,272,26322,1467.9,0.189,292.5,17,73
23328278,Modern 2-Bedroom Home in a green & gated community,Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,Yes,14,Flexible,66,4.85,5,4.8,5,4.7,137603,3150.8,0.115,377,42,323,0,2898.8,0,0,0,90
23345404,Enjoy sky and sea(1-bdr) ocean view@horizon 101,Condominium,Entire home,3,1,3,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,27,4.15,4.3,4.2,4.2,4.6,20117,1461.7,3.80E-02,55.1,14,351,8924,1479.2,6.70E-02,99.2,6,84
23353776,Myra's Bedsit 8@ Horizons101 Condominium Cebu City,Condominium,Entire home,4,,,1,Yes,Yes,Yes,Yes,Yes,1,Strict,156,4.88,4.9,4.8,4.9,4.9,122571,1616.1,0.287,439.3,80,285,36753,1541.2,0.284,417.6,25,65
23401936,"Fully Furnished, 1 BR Condo Unit w/ Panoramic View",Others,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,18,4.94,4.8,4.7,4.8,4.8,88955,2664.2,9.30E-02,243.7,34,331,7362,2685.1,3.30E-02,81.8,3,87
23480508,Cebu Horizons 101 - panoramic view,Condominium,Entire home,5,2,4,2,Yes,Yes,Yes,Yes,Yes,1,Moderate,24,4.46,4.7,4.5,4.8,4.8,57497,3846.1,4.50E-02,172.1,15,350,0,3806.6,0,0,0,90
23529055,Resort Style Condo Studio w. priv. Garden&Terrace,Condominium,Private room,2,1,2,1.5,Yes,Yes,Yes,Yes,Yes,1,Very Strict,63,4.32,4.7,4.3,4.5,4.4,205706,1295.8,0.456,582.7,161,204,41996,1135.3,0.487,538.4,38,52
23641656,"Sunny Gem in the Heart of Cebu: Pool,Gym,fast WiFi",Others,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,73,4.84,4.9,4.7,5,4.9,335652,1590.2,0.733,1177.7,209,156,4406,1541.2,0.3,440.6,3,87
23657380,Cebu Business Park studio - Jade,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,90,Very Strict,45,4.8,4.9,4.7,4.9,5,360943,1929.3,0.558,1055.4,191,174,99825,1691,0.656,1109.2,59,31
23672905,Cebu Business Park studio - Amber,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,61,4.85,4.9,4.7,5,4.9,368462,1830,0.703,1288.3,201,164,115275,1797,0.736,1325,64,26
23705290,Be Cozy for 4 @Avenir. Near IT PARK & Ayala w/WIFI,Others,Entire home,4,,2,1,Yes,Yes,No,Yes,No,2,Flexible,199,4.82,4.9,4.8,4.9,4.8,137640,1673.3,0.225,377.1,82,283,37085,1718.9,0.233,412.1,21,69
23721426,Riz Japandi Studio Sea View @ Horizons 101,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,No,2,Moderate,148,4.79,4.9,4.7,4.9,4.9,225600,1344.6,0.517,685.7,170,195,80365,1352.7,0.667,892.9,60,30
23735789,14-B 2BR/2CR With balcony nr ayala/sm,Condominium,Entire home,6,2,4,2,No,Yes,No,Yes,Yes,2,Moderate,228,4.68,4.9,4.5,4.8,4.8,826952,2717,0.83,2265.6,303,62,179576,2577.8,0.767,1995.3,69,21
23744664,Cebu Ayala 5 mins walk studio Free wifi n Netflix,Others,Entire home,2,1,2,1.5,Yes,Yes,Yes,Yes,Yes,5,Flexible,74,4.7,4.8,4.8,4.9,4.8,285549,1386.4,0.629,867.9,207,158,46011,1497.7,0.333,511.2,30,60
23768253,"The Loft at Amalfi Oasis. 2 BR fully
furnished.",Condominium,Entire home,4,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,19,4.74,4.8,4.7,4.9,4.5,31020,3136.1,0.027,85,10,355,3067,3076,1.10E-02,34.1,1,89
23792859,Horizon 101 Cebu by KC Studio 4 good for 2,Condominium,Private room,2,,1,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,28,4.39,4.7,4.6,4.7,4.8,35037,1471.4,7.00E-02,107.1,23,342,1283,1252.3,1.10E-02,14.3,1,89
23796185,Comfy Avida IT Park Condo 100MBPS(1 BR) w/ Pool,Condominium,Entire home,4,1,1,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,36,4.72,4.9,4.7,4.7,4.9,31176,2503,3.40E-02,89.3,12,353,0,2382.7,0,0,0,90
23813385,A Cozy fully furnished Studio Condo in Mabolo Cebu,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,52,4.83,4.9,4.8,5,4.9,54909,1549.8,0.104,150.4,38,327,4015,1686.7,2.20E-02,44.6,2,88
23817663,Horizons101 Studio - SmartTV/Washer/Dryer/Wifi,Condominium,Entire home,2,1,3,1,Yes,Yes,Yes,Yes,Yes,10,Flexible,49,4.59,4.7,4.6,4.8,4.9,129186,1339.9,0.487,662.5,95,270,39987,1337.9,0.333,444.3,30,60
23881010,Great location! Comfy 1 bedrm. Check discounts!,Condominium,Entire home,3,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Very Strict,46,4.76,4.7,4.7,4.6,5,140300,2579.5,0.192,490.6,55,310,38873,2379.5,0.178,431.9,16,74
23881530,Studio | WIFI | IT Park |15/F Avida Riala T1,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,10,Very Strict,22,4.86,4.9,4.9,5,4.9,31624,1464.2,7.20E-02,109,21,344,0,1380.6,0,0,0,90
23918485,2nd floor spacious with 2 beds for 4 people,Condominium,Entire home,4,1,2,1,Yes,Yes,Yes,Yes,Yes,1,Very Strict,49,4.96,4.9,5,5,4.9,149533,2897.6,0.141,447.7,47,318,0,2791.7,0,0,0,90
23973827,Poolside Condo Unit in Mabolo Garden Flats,Others,Entire home,4,,1,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,82,4.85,4.9,4.9,5,4.8,132945,2024.7,0.201,370.3,72,293,51587,1483,0.4,573.2,36,54
24026115,*Your Home Away*  @ Horizons 101 condo. With Fiber,Condominium,Entire home,2,,2,1.5,Yes,Yes,Yes,Yes,Yes,2,Moderate,113,4.56,4.7,4.5,4.8,4.8,119724,1304.4,0.289,392.5,88,277,0,1212.5,0,0,0,90
24065682,Khalils' Horizons 101 Studio Type Condominium,Condominium,Private room,3,,2,1,Yes,Yes,No,Yes,Yes,3,Moderate,56,4.8,4.8,4.8,4.9,4.8,85596,1506.1,0.159,234.5,58,307,0,1431.3,0,0,0,90
24080719,Lorea's Abode - Cebu(Fully Furnished Condo Unit),Condominium,Private room,,,2,0,Yes,Yes,Yes,Yes,Yes,2,Moderate,135,4.59,4.7,4.7,4.7,4.8,100751,1541.5,0.189,284.6,67,298,0,1630.4,0,0,0,90
24168155,Fast internet at Horizon 101 Cebu,Condominium,Entire home,4,,1,1,Yes,Yes,Yes,No,Yes,1,Moderate,30,4.43,4.7,4.3,4.8,4.8,30616,1664.3,4.10E-02,83.9,15,350,2956,1489.1,2.20E-02,32.8,2,88
24254540,1BR - 17th fr Mountain-view @ Sundance,Condominium,Private room,3,1,2,1,Yes,Yes,Yes,Yes,Yes,3,Moderate,3,4.33,4.7,3.7,3.7,5,40771,948.4,0.214,197.9,44,321,0,991.6,0,0,0,90
24299060,HeartGÇÖs Crib Fully Furnished Studio with Smart TV,Condominium,Entire home,2,,1,1.5,Yes,Yes,Yes,Yes,Yes,2,Strict,49,4.59,4.6,4.5,4.6,4.7,29729,890.2,0.153,138.3,33,332,0,883.1,0,0,0,90
24333463,AFFORDABLE KEANN'S PLACE W/ WIFI@HORIZON 101,Condominium,Private room,2,,1,1,Yes,Yes,Yes,Yes,Yes,3,Strict,48,4.46,4.5,4.5,4.5,4.8,14766,1328.4,3.00E-02,40.5,11,354,0,0,0,0,0,90
24403182,I G¥ñn+Å Modern 1BED ROOM with Queen Bed (2Guests),Condominium,Entire home,3,1,1,1,Yes,Yes,Yes,Yes,No,2,Very Strict,70,4.27,4.6,4.3,4.5,4.4,89156,1354.9,0.199,273.5,65,300,32402,1145.7,0.549,635.3,28,62
24485452,2BR Chic&Homey near NuStar&SM Seaside | Pool+Wi-Fi,Condominium,Entire home,4,2,4,1,Yes,Yes,Yes,Yes,Yes,3,Very Strict,85,4.88,4.9,4.8,5,4.7,379561,3639.4,0.288,1039.9,105,260,79975,3657.9,0.244,888.6,22,68
24500403,Amalfi Oasis Condominiums,Condominium,Entire home,4,2,2,1,Yes,Yes,Yes,Yes,No,2,Moderate,30,4.97,4.8,4.8,4.9,4.6,312093,3006.7,0.282,855,103,262,62856,2849.3,0.244,698.4,22,68
24528239,Quiet Studio for 2 near Cebu Doctors' Hospital,Private room,Hotel room,2,1,1,1.5,Yes,Yes,No,Yes,No,1,Moderate,61,4.69,4.9,4.8,4.8,4.9,26279,1530,4.40E-02,72,16,349,0,1467.4,0,0,0,90
24534689,Corner 1BR Loft with Tub best for Groups,Others,Entire home,12,1,2,2,Yes,Yes,Yes,Yes,Yes,1,Flexible,87,4.52,4.8,4.3,4.7,4.8,551744,4960,0.293,1511.6,107,258,0,4772.6,0,0,0,90
24588340,"My \HOMEY\ Abode - a 1 BR cosy Condo Unit""""",Condominium,Entire home,5,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,18,4.83,4.9,4.6,4.9,4.7,206072,1211.7,0.549,677.9,167,198,30288,1075.1,0.333,336.5,30,60
24688861,"Furnished townhouse near IT Park,Cebu",Home,Entire home,8,3,6,2.5,Yes,Yes,Yes,Yes,No,1,Moderate,118,4.58,4.8,4.4,4.8,4.7,142468,4522.9,8.80E-02,390.3,32,333,0,0,0,0,0,90
24706107,"Mivesa Garden Residences, Salinas Drive Cebu City",Condominium,Entire home,2,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,76,4.58,4.8,4.5,4.8,4.5,180317,1157.4,0.443,512.3,156,209,28893,1142.1,0.289,321,26,64
24707960,A/C Private Room at the heart of Cebu City w/ Wifi,Private room,Private room,,,1,0,Yes,Yes,No,Yes,No,1,Moderate,159,4.24,4.7,4,4.7,4.6,39818,743.7,0.403,286.5,56,309,0,797.1,0,0,0,90
24723539,Newly Renovated Studio Space I.T Park Cebu (1904),Condominium,Entire home,2,1,1,0,Yes,Yes,Yes,Yes,Yes,1,Strict,49,4.92,4.9,4.9,4.8,5,359436,1731.4,0.581,984.8,212,153,97319,1479.8,0.733,1081.3,66,24
24809690,Yami's Pad at Azalea Place Cebu,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,3,Flexible,55,4.82,4.9,4.7,5,4.8,54536,2614.2,0.094,232.1,22,343,0,2770.6,0,0,0,90
24859335,HeartGÇÖs Crib Fully Furnished Studio with Smart TV,Condominium,Entire home,2,,1,1.5,Yes,Yes,Yes,Yes,Yes,2,Strict,44,4.68,4.8,4.7,4.8,4.7,111642,990.2,0.426,421.3,113,252,0,1017,0,0,0,90
24896530,700Mbps WIFI #1 Jasmin 2-Story Apartment,Others,Entire home,16,2,6,2,Yes,Yes,Yes,Yes,No,2,Very Strict,199,4.8,4.9,4.8,4.9,4.8,388191,2133.6,0.479,1063.5,175,190,69988,1839.1,0.467,777.6,42,48
24942261,A charming place that makes you feel that GÇÿyou never left homeGÇÖ.,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,3,Flexible,119,4.9,4.9,4.9,5,4.8,172645,1977.1,0.259,496.1,90,275,20915,1837.9,0.133,232.4,12,78
24949686,Fully furnished studio unit at San Remo Oasis,Condominium,Entire home,2,,,1,Yes,Yes,Yes,Yes,Yes,1,Strict,26,4.5,4.7,4.4,4.7,4.1,78148,1974.5,0.134,261.4,40,325,20411,1976,0.122,226.8,11,79
24969611,Cozy one bedroom condo at the heart of Cebu!,Condominium,Entire home,3,1,1,1,Yes,Yes,Yes,Yes,Yes,5,Very Strict,61,4.74,4.8,4.7,4.8,4.9,98695,1612.2,0.164,270.4,60,305,5520,1475.9,4.40E-02,61.3,4,86
24978665,New Starwars 4BR Townhome in G¥ñ of Cebu + Wifi,Home,Entire home,16,5,9,4.5,Yes,Yes,Yes,Yes,No,1,Flexible,301,4.88,4.9,4.8,4.9,4.4,2102551,9819.4,0.589,5760.4,215,150,506060,10906.8,0.5,5622.9,45,45
25195143,City Haven- studio unit with balcony @ Sundance,Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,2,Very Strict,73,4.84,4.9,4.8,4.9,4.7,165969,1228.4,0.375,454.7,137,228,57665,1182.9,0.544,640.7,49,41
25221289,Sanremo Oasis near NUStar SM Seaside ILCorso,Condominium,Entire home,4,2,2,1.5,Yes,Yes,Yes,Yes,Yes,1,Moderate,153,4.56,4.6,4.5,4.8,4.4,338973,1836,0.499,928.7,182,183,70720,1707.8,0.456,785.8,41,49
25300049,Appleone Banawa T1-3C6-Unit3 (w/ Wi-Fi + cable),Condominium,Entire home,4,,2,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,48,4.63,4.8,4.5,4.8,4.6,128298,1354.9,0.27,368.7,94,271,19684,1341.5,0.165,231.6,14,76
25430168,Little Flower Dormitel 202 w/ Wifi,Private room,Private room,2,,1,1,Yes,Yes,No,Yes,No,2,Moderate,16,4.88,5,4.9,5,4.9,36197,1272.1,8.20E-02,99.2,30,335,8756,1451.9,6.70E-02,97.3,6,84
25506881,I G¥ñn+Å Modern STUDIO @ AVIDA RIALA G¥ñn+Å IT PARK 12Fl.,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,No,7,Strict,42,4.4,4.5,4.2,4.5,4.8,22008,1364.1,4.10E-02,60.3,15,350,0,0,0,0,0,90
25519786,WFH studio unit IT park w/ Ergo chair!,Others,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,20,Very Strict,137,4.84,4.8,4.5,4.9,5,236954,1793.3,0.401,709.4,134,231,42103,1516.9,0.322,467.8,29,61
25655340,2BR Corner Suite near Ayala Mall!,Condominium,Entire home,4,2,2,2.5,Yes,Yes,Yes,Yes,Yes,1,Very Strict,196,4.85,4.9,4.8,4.9,4.8,947137,3542.9,0.734,2594.9,268,97,269424,3532.1,0.844,2993.6,76,14
25736187,Mivesa Garden 1 bedrm fully furnished,Condominium,Entire home,2,1,1,1,Yes,Yes,Yes,Yes,Yes,14,Flexible,4,4.75,4.5,5,4.8,4.2,146253,1956,0.486,1001.7,71,294,1952,1785.3,2.10E-02,40.7,1,89
25781079,Cozy 1-bedroom condo - Cebu IT park Avida tower 1,Condominium,Entire home,4,1,2,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,90,4.43,4.8,4.1,4.7,4.9,446843,1811.8,0.775,1396.4,248,117,112710,1671.2,0.744,1252.3,67,23
25854949,Quiet and Peaceful Condo in Cebu City w/ PLDTFiber,Condominium,Entire home,3,1,2,1,Yes,Yes,Yes,Yes,Yes,2,Moderate,46,4.93,5,4.8,5,4.8,38649,1115.3,0.524,613.5,33,332,0,1139.3,0,0,0,90
25862289,Prince accommodation,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,14,Moderate,26,4.92,5,5,5,4.9,17326,1522.9,3.80E-02,65.4,10,355,0,1422.6,0,0,0,90
25874106,Homey Studio at the Oasis,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,42,4.95,4.9,4.9,5,4.6,230852,1535.9,0.512,793.3,149,216,27824,1391.5,0.339,471.6,20,70
25921819,2BR Unit Sanremo Oasis at City of Sea,Condominium,Entire home,5,2,3,1,Yes,Yes,Yes,Yes,Yes,2,Strict,24,4.83,4.8,4.8,4.9,4.7,138977,2634.7,0.145,380.8,53,312,21583,2574.1,0.1,239.8,9,81
25949947,Modern studio w/300mbps intenet+netflix,Condominium,Entire home,4,,1,1,Yes,Yes,Yes,Yes,Yes,1,Flexible,46,4.65,4.8,4.7,4.6,5,296937,1871.4,0.425,813.5,155,210,34075,1773.4,0.2,378.6,18,72
26019426,Nice studio apartment in IT Park in Cebu City,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,15,Moderate,16,4.44,4.9,4.5,4.6,4.9,326279,1448,0.768,1113.6,225,140,80974,1357,0.831,1140.5,59,31
26185612,"Fast Wifi 496 Mbps, Bus Terminal Netflix Smart TV",Condominium,Entire home,2,,2,1,Yes,Yes,No,Yes,Yes,4,Very Strict,80,4.85,5,4.8,5,5,70353,2377.3,7.70E-02,192.7,28,337,4071,2041,2.20E-02,45.2,2,88
26298430,Homely Fully-furnished Studio  IT Park shared wifi,Condominium,Entire home,2,,1,1,Yes,Yes,Yes,Yes,Yes,2,Flexible,45,4.71,4.9,4.6,5,5,174044,1167,0.449,535.5,146,219,27441,1117.2,0.267,304.9,24,66
26308939,"Cozy studio and IT Park, Lahug",Condominium,Entire home,2,,2,1,Yes,Yes,Yes,Yes,Yes,5,Flexible,37,4.86,4.9,4.8,4.9,5,137251,1691.5,0.313,544.6,79,286,1450,1563.6,0.027,39.2,1,89
26310036,Minimalist studio unit for rent (pool view),Condominium,Entire home,2,,1,1,Yes,Yes,Yes,No,Yes,90,Very Strict,1,,,,,,7972,698.6,3.70E-02,24.8,12,353,4014,687,6.70E-02,44.6,6,84
26328751,"Fast wifi 495 mbps, Netflix Mall Bus Terminal2017",Condominium,Entire home,2,,2,1,Yes,Yes,Yes,Yes,Yes,4,Very Strict,66,4.85,4.8,4.7,4.9,4.9,59272,2380.2,6.60E-02,162.4,24,341,1617,1888.1,1.10E-02,18,1,89
26427946,Family Hub @ Avenir 22nd near IT park & Ayala,Condominium,Entire home,4,,3,1,Yes,Yes,Yes,Yes,No,2,Flexible,210,4.71,4.8,4.5,4.8,4.9,183910,1675.5,0.299,503.9,109,256,25714,1525.8,0.189,285.7,17,73
26463833,"La Guardia Flats 2, Condominium",Condominium,Private room,2,3,1,0,Yes,Yes,No,Yes,Yes,6,Very Strict,8,4.75,5,5,5,4.5,29738,1104.9,8.70E-02,99.8,26,339,0,1091.8,0,0,0,90
26553719,G¥ñn+Å WONDERFUL FIREWORKS G¥ñn+Å IT PARK 28th FLOOR,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,No,7,Strict,34,4.06,4.4,3.8,4.4,4.7,101550,1502.1,0.205,292.7,71,294,86938,1425.1,0.847,1207.5,61,29
26697038,Lovely Avida Towers IT Park Cebu w/ Wi-fi,Condominium,Entire home,3,,1,1,Yes,Yes,Yes,Yes,Yes,7,Very Strict,64,4.73,4.9,4.6,4.9,4.9,337254,1311.5,0.751,986.1,257,108,45063,1278.9,0.537,672.6,36,54
26698235,Panorama Place (Fits 4 |G¥ñ of Cebu| Chromecast),Condominium,Entire home,4,1,2,1,Yes,Yes,No,Yes,No,1,Flexible,187,4.5,4.8,4.3,4.8,4.9,201693,1247,0.455,552.6,166,199,62227,1149.2,0.6,691.4,54,36
26721401,"Accessible 3BR, 3 car park house, Cebu City proper",Home,Entire home,15,3,8,2,Yes,Yes,Yes,Yes,No,2,Very Strict,299,4.65,4.9,4.5,4.9,4.7,1315585,4808.3,0.751,3604.3,274,91,293348,4934.4,0.667,3259.4,60,30
26728019,1BR Hotel Apartment w/ Pool &  Gym near Ayala Mall,Condominium,Entire home,2,1,1,1,Yes,Yes,No,Yes,Yes,90,Very Strict,54,4.83,4.9,4.8,4.9,4.8,18069,1562.6,3.30E-02,49.5,12,353,8532,1421.4,6.70E-02,94.8,6,84
26761855,Keira's Place,Condominium,Entire home,6,2,2,2,Yes,Yes,Yes,Yes,Yes,1,Very Strict,18,4.5,4.8,4.1,4.8,4.9,60178,4519.3,4.50E-02,194.1,14,351,42106,4809.2,0.1,467.8,9,81
26793339,"Luxury Modern Glass 3 Bed Loft Condo, City Center",Others,Entire home,6,2,3,2.5,Yes,Yes,Yes,Yes,Yes,5,Very Strict,54,4.61,4.8,4.5,4.7,4.8,1102625,4198.9,0.726,3020.9,265,100,224757,3975.8,0.644,2497.3,58,32
26817670,Gÿà Explore Cebu from cozy studio @ vibrant IT Park,Condominium,Entire home,3,,2,1,Yes,Yes,Yes,Yes,Yes,5,Moderate,155,4.87,4.9,4.9,5,4.9,294436,1443.4,0.553,806.7,202,163,59276,1329,0.5,658.6,45,45
26860830,Serenity Farm and Resort HOUSE-2 Exclusive,Home,Entire home,16,8,8,7.5,Yes,No,Yes,Yes,Yes,2,Flexible,8,4.5,4.9,4.5,4.6,4.5,309779,28224.9,3.00E-02,848.7,11,354,252974,28121.1,0.1,2810.8,9,81
26909955,500Mbps internet Largest 2BDRM in GrandRsdncs,Condominium,Entire home,12,2,2,2,Yes,Yes,Yes,Yes,Yes,2,Very Strict,149,4.91,4.9,4.9,4.9,4.8,1174510,4708.8,0.677,3217.8,247,118,261398,4483.9,0.644,2904.4,58,32
